Id,Name,Rating,Genre,Release_year,Imdb_score,release_date,votes,runtime,
6472,Annie,PG,Comedy,2014,5.3,"December 19, 2014 ",35000,118,
6473,Godzilla,PG-13,Action,2014,6.4,"May 16, 2014 ",394000,123,
6474,The Giver,PG-13,Drama,2014,6.5,"August 15, 2014 ",114000,97,
6475,300: Rise of an Empire,R,Action,2014,6.2,"March 7, 2014 ",286000,102,
6476,American Sniper,R,Action,2014,7.3,"January 16, 2015 ",451000,133,
6477,"Love, Rosie",R,Comedy,2014,7.2,"October 22, 2014 ",127000,102,
6478,Big Hero 6,PG,Animation,2014,7.8,"November 7, 2014 ",423000,102,
6479,The Amazing Spider-Man 2,PG-13,Action,2014,6.6,"May 2, 2014 ",427000,142,
6480,Maleficent,PG,Action,2014,7,"May 30, 2014 ",353000,97,
6481,Into the Woods,PG,Adventure,2014,5.9,"December 25, 2014 ",135000,125,
6482,Unbroken,PG-13,Action,2014,7.2,"December 25, 2014 ",155000,137,
6483,The Lego Movie,PG,Animation,2014,7.7,"February 7, 2014 ",331000,100,
6484,The Hunger Games: Mockingjay - Part 1,PG-13,Action,2014,6.6,"November 21, 2014 ",424000,123,
6485,Tusk,R,Comedy,2014,5.3,"September 19, 2014 ",48000,102,
6486,Night at the Museum: Secret of the Tomb,PG,Adventure,2014,6.2,"December 19, 2014 ",111000,98,
6487,The Fault in Our Stars,PG-13,Drama,2014,7.7,"June 6, 2014 ",352000,126,
6488,"As Above, So Below",R,Horror,2014,6.2,"August 29, 2014 ",83000,93,
6489,Annabelle,R,Horror,2014,5.4,"October 3, 2014 ",147000,99,
6490,Boyhood,R,Drama,2014,7.9,"August 15, 2014 ",341000,165,
6491,The Theory of Everything,PG-13,Biography,2014,7.7,"November 26, 2014 ",417000,123,
6492,The Expendables 3,PG-13,Action,2014,6.1,"August 15, 2014 ",173000,126,
6493,The Interview,R,Action,2014,6.5,"December 24, 2014 ",313000,112,
6494,The Drop,R,Crime,2014,7.1,"September 12, 2014 ",146000,106,
6495,Transformers: Age of Extinction,PG-13,Action,2014,5.6,"June 27, 2014 ",302000,165,
6496,Inherent Vice,R,Comedy,2014,6.7,"January 9, 2015 ",97000,148,
6497,Neighbors,R,Comedy,2014,6.3,"May 9, 2014 ",294000,97,
6498,The Babadook,Not Rated,Drama,2014,6.8,"November 28, 2014 ",203000,94,
6499,Sex Tape,R,Comedy,2014,5.1,"July 18, 2014 ",109000,94,
6500,The Other Woman,PG-13,Comedy,2014,6,"April 25, 2014 ",133000,109,
6501,Wild Tales,R,Comedy,2014,8.1,"August 21, 2014 ",184000,122,
6502,Wild,R,Adventure,2014,7.1,"December 19, 2014 ",123000,115,
6503,Foxcatcher,R,Biography,2014,7,"January 16, 2015 ",137000,134,
6504,The Guest,R,Action,2014,6.7,"September 5, 2014 ",95000,100,
6505,Teenage Mutant Ninja Turtles,PG-13,Action,2014,5.8,"August 8, 2014 ",203000,101,
6506,RoboCop,PG-13,Action,2014,6.1,"February 12, 2014 ",219000,117,
6507,22 Jump Street,R,Action,2014,7,"June 13, 2014 ",354000,112,
6508,Dawn of the Planet of the Apes,PG-13,Action,2014,7.6,"July 11, 2014 ",419000,130,
6509,Sin City: A Dame to Kill for,R,Action,2014,6.5,"August 22, 2014 ",155000,102,
6510,Brick Mansions,PG-13,Action,2014,5.7,"April 25, 2014 ",41000,90,
6511,Vampire Academy,PG-13,Action,2014,5.5,"February 7, 2014 ",53000,104,
6512,The Monuments Men,PG-13,Comedy,2014,6.1,"February 7, 2014 ",127000,118,
6513,Honeymoon,R,Drama,2014,5.7,"September 12, 2014 ",25000,87,
6514,Dumb and Dumber to,PG-13,Comedy,2014,5.6,"November 14, 2014 ",131000,109,
6515,Before We Go,PG-13,Comedy,2014,6.8,"July 21, 2015 ",54000,95,
6516,How to Train Your Dragon 2,PG,Animation,2014,7.8,"June 13, 2014 ",313000,102,
6517,Noah,PG-13,Action,2014,5.7,"March 28, 2014 ",246000,138,
6518,A Walk Among the Tombstones,R,Action,2014,6.5,"September 19, 2014 ",115000,114,
6519,Need for Speed,PG-13,Action,2014,6.4,"March 14, 2014 ",165000,132,
6520,Rio 2,G,Animation,2014,6.3,"April 11, 2014 ",83000,101,
6521,Seventh Son,PG-13,Action,2014,5.5,"February 6, 2015 ",74000,102,
6522,Exodus: Gods and Kings,PG-13,Action,2014,6,"December 12, 2014 ",162000,150,
6523,A Million Ways to Die in the West,R,Comedy,2014,6.1,"May 30, 2014 ",181000,116,
6524,Sabotage,R,Action,2014,5.7,"March 28, 2014 ",61000,109,
6525,Paddington,PG,Animation,2014,7.2,"January 16, 2015 ",103000,95,
6526,Non-Stop,PG-13,Action,2014,6.9,"February 28, 2014 ",254000,106,
6527,The Best of Me,PG-13,Drama,2014,6.7,"October 17, 2014 ",68000,118,
6528,Horrible Bosses 2,R,Comedy,2014,6.3,"November 26, 2014 ",162000,108,
6529,This Is Where I Leave You,R,Comedy,2014,6.6,"September 19, 2014 ",75000,103,
6530,Into the Storm,PG-13,Action,2014,5.8,"August 8, 2014 ",66000,89,
6531,Penguins of Madagascar,PG,Animation,2014,6.7,"November 26, 2014 ",83000,92,
6532,Jack Ryan: Shadow Recruit,PG-13,Action,2014,6.2,"January 17, 2014 ",126000,105,
6533,Mommy,R,Drama,2014,8.1,"October 8, 2014 ",53000,139,
6534,Testament of Youth,PG-13,Biography,2014,7.3,"January 16, 2015 ",27000,129,
6535,Cooties,R,Action,2014,5.7,"September 18, 2015 ",24000,88,
6536,The Book of Life,PG,Animation,2014,7.3,"October 17, 2014 ",66000,95,
6537,Goodnight Mommy,R,Horror,2014,6.7,"September 11, 2015 ",47000,99,
6538,The November Man,R,Action,2014,6.3,"August 27, 2014 ",65000,108,
6539,Dracula Untold,PG-13,Action,2014,6.3,"October 10, 2014 ",184000,92,
6540,Unfriended,R,Horror,2014,5.5,"April 17, 2015 ",71000,83,
6541,I Origins,R,Drama,2014,7.4,"September 19, 2014 ",119000,106,
6542,Transcendence,PG-13,Action,2014,6.2,"April 18, 2014 ",220000,119,
6543,Endless Love,PG-13,Drama,2014,6.3,"February 14, 2014 ",42000,104,
6544,Just Before I Go,R,Comedy,2014,6.4,"April 24, 2015 ",18000,95,
6545,Before I Go to Sleep,R,Drama,2014,6.4,"October 31, 2014 ",75000,92,
6546,The Good Lie,PG-13,Biography,2014,7.4,"November 7, 2014 ",28000,110,
6547,Deliver Us from Evil,R,Action,2014,6.2,"July 2, 2014 ",73000,118,
6548,The Raid 2,R,Action,2014,8,"April 11, 2014 ",117000,150,
6549,Taken 3,PG-13,Action,2014,6,"January 9, 2015 ",183000,108,
6550,Pompeii,PG-13,Action,2014,5.5,"February 21, 2014 ",108000,105,
6551,Kill Me Three Times,R,Action,2014,5.9,"April 10, 2015 ",22000,90,
6552,Ride Along,PG-13,Action,2014,6.2,"January 17, 2014 ",106000,99,
6553,That Awkward Moment,R,Comedy,2014,6.1,"January 31, 2014 ",99000,94,
6554,The Homesman,R,Drama,2014,6.6,"May 18, 2014 ",32000,122,
6555,Black Sea,R,Adventure,2014,6.4,"January 23, 2015 ",36000,114,
6556,"Men, Women & Children",R,Comedy,2014,6.7,"October 17, 2014 ",31000,119,
6557,Let's Be Cops,R,Action,2014,6.4,"August 13, 2014 ",129000,104,
6558,A Most Violent Year,R,Action,2014,7,"January 30, 2015 ",68000,125,
6559,PK,Not Rated,Comedy,2014,8.1,"December 19, 2014 ",169000,153,
6560,A Little Chaos,R,Drama,2014,6.5,"June 26, 2015 ",22000,112,
6561,The Loft,R,Mystery,2014,6.3,"January 30, 2015 ",53000,108,
6562,A Most Wanted Man,R,Crime,2014,6.8,"August 1, 2014 ",74000,122,
6563,Clown,R,Horror,2014,5.7,"June 17, 2016 ",23000,100,
6564,The Signal,PG-13,Drama,2014,6.1,"July 10, 2014 ",64000,97,
6565,The Hundred-Foot Journey,PG,Comedy,2014,7.3,"August 8, 2014 ",79000,122,
6566,Beyond the Lights,PG-13,Drama,2014,6.9,"November 14, 2014 ",16000,116,
6567,Maps to the Stars,R,Comedy,2014,6.2,"February 27, 2015 ",39000,111,
6568,If I Stay,PG-13,Drama,2014,6.7,"August 22, 2014 ",118000,107,
6569,She's Funny That Way,R,Comedy,2014,6.1,"August 21, 2015 ",25000,93,
6570,'71,R,Action,2014,7.2,"October 10, 2014 ",53000,99,
6571,Still Alice,PG-13,Drama,2014,7.5,"February 20, 2015 ",129000,101,
6572,3 Days to Kill,PG-13,Action,2014,6.2,"February 21, 2014 ",90000,117,
6573,Spring,Not Rated,Horror,2014,6.7,"March 20, 2015 ",26000,109,
6574,Love & Mercy,PG-13,Biography,2014,7.4,"June 19, 2015 ",37000,121,
6575,Big Eyes,PG-13,Biography,2014,7,"December 25, 2014 ",88000,106,
6576,Addicted,R,Drama,2014,5.1,"October 10, 2014 ",10000,106,
6577,The Water Diviner,R,Drama,2014,7,"December 26, 2014 ",73000,111,
6578,Selma,PG-13,Biography,2014,7.5,"January 9, 2015 ",88000,128,
6579,Veronica Mars,PG-13,Crime,2014,6.8,"March 13, 2014 ",51000,107,
6580,Million Dollar Arm,PG,Biography,2014,7,"May 16, 2014 ",44000,124,
6581,The One I Love,R,Comedy,2014,7.1,"August 8, 2014 ",37000,91,
6582,Jersey Boys,R,Biography,2014,6.8,"June 20, 2014 ",33000,134,
6583,Walk of Shame,R,Comedy,2014,6,"May 1, 2014 ",52000,95,
6584,Draft Day,PG-13,Drama,2014,6.8,"April 11, 2014 ",56000,110,
6585,And So It Goes,PG-13,Comedy,2014,5.8,"July 25, 2014 ",13000,94,
6586,A Haunted House 2,R,Comedy,2014,4.7,"April 18, 2014 ",20000,86,
6587,The Gambler,R,Crime,2014,6.1,"December 25, 2014 ",68000,111,
6588,Cake,R,Drama,2014,6.4,"January 23, 2015 ",36000,102,
6589,"I, Frankenstein",PG-13,Action,2014,5.1,"January 24, 2014 ",79000,92,
6590,Muppets Most Wanted,PG,Adventure,2014,6.4,"March 21, 2014 ",33000,107,
6591,Two Night Stand,R,Comedy,2014,6.4,"September 26, 2014 ",67000,86,
6592,Son of a Gun,R,Action,2014,6.4,"December 11, 2014 ",27000,108,
6593,Pawn Sacrifice,PG-13,Biography,2014,7,"September 25, 2015 ",42000,115,
6594,Left Behind,PG-13,Action,2014,3.1,"October 3, 2014 ",38000,110,
6595,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",PG,Comedy,2014,6.2,"October 10, 2014 ",42000,81,
6596,St. Vincent,PG-13,Comedy,2014,7.2,"October 24, 2014 ",98000,102,
6597,The Legend of Hercules,PG-13,Action,2014,4.2,"January 10, 2014 ",53000,99,
6598,Kill the Messenger,R,Biography,2014,6.9,"October 9, 2014 ",45000,112,
6599,Step Up All in,PG-13,Drama,2014,6,"August 8, 2014 ",33000,112,
6600,The Salvation,R,Action,2014,6.7,"February 27, 2015 ",37000,92,
6601,God's Not Dead,PG,Drama,2014,4.7,"March 21, 2014 ",41000,113,
6602,Winter's Tale,PG-13,Drama,2014,6.2,"February 14, 2014 ",53000,118,
6603,When Marnie Was There,PG,Animation,2014,7.7,"August 7, 2015 ",35000,103,
6604,Mr. Peabody & Sherman,PG,Animation,2014,6.8,"March 7, 2014 ",65000,92,
6605,Tammy,R,Comedy,2014,4.9,"July 2, 2014 ",49000,97,
6606,Big Game,PG-13,Action,2014,5.4,"June 26, 2015 ",32000,110,
6607,A Long Way Down,R,Comedy,2014,6.4,"June 5, 2014 ",32000,96,
6608,The Rover,R,Action,2014,6.4,"June 20, 2014 ",46000,103,
6609,Force Majeure,R,Comedy,2014,7.3,"December 30, 2014 ",51000,120,
6610,"Two Days, One Night",PG-13,Drama,2014,7.3,"May 21, 2014 ",46000,95,
6611,Lost River,R,Drama,2014,5.7,"April 10, 2015 ",17000,95,
6612,Magic in the Moonlight,PG-13,Comedy,2014,6.5,"August 15, 2014 ",66000,97,
6613,Song of the Sea,PG,Animation,2014,8.1,"November 20, 2015 ",54000,93,
6614,Hector and the Search for Happiness,R,Adventure,2014,7,"August 14, 2014 ",46000,114,
6615,The Quiet Ones,PG-13,Horror,2014,5.1,"April 25, 2014 ",20000,98,
6616,Zombeavers,R,Action,2014,4.8,"March 20, 2015 ",17000,77,
6617,Barefoot,PG-13,Comedy,2014,6.6,"September 4, 2014 ",24000,90,
6618,No Good Deed,PG-13,Thriller,2014,5.6,"September 12, 2014 ",20000,84,
6619,Leviathan,R,Crime,2014,7.6,"February 5, 2015 ",51000,140,
6620,Serena,R,Drama,2014,5.4,"February 26, 2015 ",28000,109,
6621,The Duke of Burgundy,Not Rated,Drama,2014,6.5,"January 23, 2015 ",12000,104,
6622,Effie Gray,PG-13,Biography,2014,6,"October 10, 2014 ",4900,104,
6623,Wish I Was Here,R,Comedy,2014,6.7,"July 25, 2014 ",37000,106,
6624,Frank,R,Comedy,2014,7,"September 5, 2014 ",76000,95,
6625,Get on Up,PG-13,Biography,2014,6.9,"August 1, 2014 ",23000,139,
6626,Suffragette,PG-13,Drama,2014,6.9,"October 12, 2015 ",40000,106,
6627,Ouija,PG-13,Horror,2014,4.5,"October 24, 2014 ",50000,89,
6628,Heaven Is for Real,PG,Biography,2014,5.8,"April 16, 2014 ",26000,99,
6629,While We're Young,R,Comedy,2014,6.3,"April 17, 2015 ",48000,97,
6630,Winter Sleep,Not Rated,Drama,2014,8.1,"June 12, 2014 ",48000,196,
6631,White Bird in a Blizzard,R,Drama,2014,6.4,"September 25, 2014 ",27000,91,
6632,Dear White People,R,Comedy,2014,6.1,"December 4, 2014 ",25000,108,
6633,Calvary,R,Drama,2014,7.4,"April 11, 2014 ",57000,102,
6634,Think Like a Man Too,PG-13,Comedy,2014,5.8,"June 20, 2014 ",20000,106,
6635,Heaven Knows What,R,Crime,2014,6.8,"May 29, 2015 ",7100,97,
6636,The Keeping Room,R,Drama,2014,6,"September 25, 2015 ",6500,95,
6637,Planes: Fire & Rescue,PG,Animation,2014,6,"July 18, 2014 ",17000,83,
6638,Top Five,R,Comedy,2014,6.4,"December 12, 2014 ",26000,102,
6639,99 Homes,R,Drama,2014,7.1,"October 9, 2015 ",32000,112,
6640,Black or White,PG-13,Drama,2014,6.6,"January 30, 2015 ",12000,121,
6641,Clouds of Sils Maria,R,Drama,2014,6.7,"August 20, 2014 ",28000,124,
6642,Big Stone Gap,PG-13,Comedy,2014,5.7,"May 20, 2016 ",2800,103,
6643,Laggies,R,Comedy,2014,6.4,"October 24, 2014 ",43000,99,
6644,Mad Max: Fury Road,R,Action,2015,8.1,"May 15, 2015 ",912000,120,
6645,Avengers: Age of Ultron,PG-13,Action,2015,7.3,"May 1, 2015 ",777000,141,
6646,Crimson Peak,R,Drama,2015,6.5,"October 16, 2015 ",136000,119,
6647,Furious 7,PG-13,Action,2015,7.1,"April 3, 2015 ",370000,137,
6648,The Hateful Eight,R,Crime,2015,7.8,"December 30, 2015 ",539000,168,
6649,Ant-Man,PG-13,Action,2015,7.3,"July 17, 2015 ",595000,117,
6650,Fifty Shades of Grey,R,Drama,2015,4.1,"February 13, 2015 ",304000,125,
6651,Sicario,R,Action,2015,7.6,"October 2, 2015 ",386000,121,
6652,The Witch,R,Drama,2015,6.9,"February 19, 2016 ",218000,92,
6653,The Big Short,R,Biography,2015,7.8,"December 23, 2015 ",381000,130,
6654,Jurassic World,PG-13,Action,2015,7,"June 12, 2015 ",593000,124,
6655,The Revenant,R,Action,2015,8,"January 8, 2016 ",729000,156,
6656,The Martian,PG-13,Adventure,2015,8,"October 2, 2015 ",783000,144,
6657,Room,R,Drama,2015,8.1,"January 22, 2016 ",386000,118,
6658,Inside Out,PG,Animation,2015,8.1,"June 19, 2015 ",641000,95,
6659,Spotlight,R,Biography,2015,8.1,"November 20, 2015 ",435000,129,
6660,American Ultra,R,Action,2015,6.1,"August 21, 2015 ",87000,96,
6661,The Man from U.N.C.L.E.,PG-13,Action,2015,7.3,"August 14, 2015 ",286000,116,
6662,Terminator Genisys,PG-13,Action,2015,6.3,"July 1, 2015 ",264000,126,
6663,Cinderella,PG,Drama,2015,6.9,"March 13, 2015 ",165000,105,
6664,Star Wars: Episode VII - The Force Awakens,PG-13,Action,2015,7.8,"December 18, 2015 ",876000,138,
6665,The Lobster,R,Comedy,2015,7.2,"October 16, 2015 ",230000,119,
6666,Spectre,PG-13,Action,2015,6.8,"November 6, 2015 ",393000,148,
6667,High-Rise,R,Drama,2015,5.6,"April 28, 2016 ",40000,119,
6668,Legend,R,Biography,2015,6.9,"November 20, 2015 ",164000,132,
6669,Chappie,R,Action,2015,6.8,"March 6, 2015 ",235000,120,
6670,Knock Knock,R,Drama,2015,4.9,"October 9, 2015 ",87000,99,
6671,In the Heart of the Sea,PG-13,Action,2015,6.9,"December 11, 2015 ",128000,122,
6672,The Bronze,R,Comedy,2015,6.1,"March 18, 2016 ",11000,100,
6673,The Intern,PG-13,Comedy,2015,7.1,"September 25, 2015 ",231000,121,
6674,The Hunger Games: Mockingjay - Part 2,PG-13,Action,2015,6.6,"November 20, 2015 ",297000,137,
6675,Everest,PG-13,Action,2015,7.1,"September 25, 2015 ",205000,121,
6676,Blackhat,R,Action,2015,5.4,"January 16, 2015 ",56000,133,
6677,Spy,R,Action,2015,7,"June 5, 2015 ",234000,120,
6678,Fantastic Four,PG-13,Action,2015,4.2,"August 7, 2015 ",156000,100,
6679,Mission: Impossible - Rogue Nation,PG-13,Action,2015,7.4,"July 31, 2015 ",350000,131,
6680,The Visit,PG-13,Horror,2015,6.2,"September 11, 2015 ",119000,94,
6681,Vacation,R,Adventure,2015,6.1,"July 29, 2015 ",103000,99,
6682,Creed,PG-13,Drama,2015,7.6,"November 25, 2015 ",254000,133,
6683,The Age of Adaline,PG-13,Drama,2015,7.2,"April 24, 2015 ",160000,112,
6684,Black Mass,R,Biography,2015,6.9,"September 18, 2015 ",171000,123,
6685,Focus,R,Comedy,2015,6.6,"February 27, 2015 ",226000,105,
6686,Home,PG,Animation,2015,6.6,"March 27, 2015 ",95000,94,
6687,Jupiter Ascending,PG-13,Action,2015,5.3,"February 6, 2015 ",182000,127,
6688,I Saw the Light,R,Biography,2015,5.8,"April 1, 2016 ",6700,123,
6689,Minions,PG,Animation,2015,6.4,"July 10, 2015 ",218000,91,
6690,Pitch Perfect 2,PG-13,Comedy,2015,6.4,"May 15, 2015 ",146000,115,
6691,San Andreas,PG-13,Action,2015,6.1,"May 29, 2015 ",219000,114,
6692,Trainwreck,R,Comedy,2015,6.2,"July 17, 2015 ",132000,125,
6693,Tomorrowland,PG,Action,2015,6.4,"May 22, 2015 ",175000,130,
6694,Bridge of Spies,PG-13,Drama,2015,7.6,"October 16, 2015 ",295000,142,
6695,The Danish Girl,R,Biography,2015,7.1,"January 22, 2016 ",170000,119,
6696,The Divergent Series: Insurgent,PG-13,Action,2015,6.2,"March 20, 2015 ",223000,119,
6697,Straight Outta Compton,R,Biography,2015,7.8,"August 14, 2015 ",185000,147,
6698,Carol,R,Drama,2015,7.2,"January 15, 2016 ",120000,118,
6699,No Escape,R,Action,2015,6.8,"August 26, 2015 ",81000,103,
6700,The Boy Next Door,R,Thriller,2015,4.7,"January 23, 2015 ",40000,91,
6701,Southpaw,R,Action,2015,7.4,"July 24, 2015 ",223000,124,
6702,The Dressmaker,R,Comedy,2015,7.1,"October 29, 2015 ",56000,119,
6703,Maze Runner: The Scorch Trials,PG-13,Action,2015,6.3,"September 18, 2015 ",230000,131,
6704,Lost and Love,X,Drama,2015,6.4,"March 20, 2015 ",620,108,
6705,The Last Witch Hunter,PG-13,Action,2015,6,"October 23, 2015 ",98000,106,
6706,Green Room,R,Horror,2015,7,"May 13, 2016 ",112000,95,
6707,Burnt,R,Comedy,2015,6.6,"October 30, 2015 ",110000,101,
6708,The Good Dinosaur,PG,Animation,2015,6.7,"November 25, 2015 ",106000,93,
6709,Far from the Madding Crowd,PG-13,Drama,2015,7.1,"May 22, 2015 ",47000,119,
6710,The Invitation,Not Rated,Drama,2015,6.6,"April 8, 2016 ",100000,100,
6711,The Gift,R,Drama,2015,7,"August 7, 2015 ",145000,108,
6712,Point Break,PG-13,Action,2015,5.3,"December 25, 2015 ",60000,114,
6713,Get Hard,R,Comedy,2015,6,"March 27, 2015 ",127000,100,
6714,Hitman: Agent 47,R,Action,2015,5.7,"August 21, 2015 ",87000,96,
6715,Entourage,R,Comedy,2015,6.6,"June 3, 2015 ",77000,104,
6716,Steve Jobs,R,Biography,2015,7.2,"October 23, 2015 ",160000,122,
6717,Scouts Guide to the Zombie Apocalypse,R,Action,2015,6.3,"October 30, 2015 ",47000,93,
6718,Hardcore Henry,R,Action,2015,6.7,"April 8, 2016 ",90000,96,
6719,Joy,PG-13,Biography,2015,6.6,"December 25, 2015 ",131000,124,
6720,Masterminds,PG-13,Biography,2015,5.8,"September 30, 2016 ",52000,95,
6721,Brooklyn,PG-13,Drama,2015,7.5,"November 25, 2015 ",135000,117,
6722,Youth,R,Comedy,2015,7.3,"December 4, 2015 ",74000,124,
6723,Self/less,PG-13,Action,2015,6.5,"July 10, 2015 ",93000,117,
6724,Ted 2,R,Comedy,2015,6.3,"June 26, 2015 ",191000,115,
6725,Pan,PG,Adventure,2015,5.7,"October 9, 2015 ",62000,111,
6726,Pixels,PG-13,Action,2015,5.5,"July 24, 2015 ",135000,105,
6727,Demolition,R,Comedy,2015,7,"April 8, 2016 ",93000,101,
6728,Macbeth,R,Drama,2015,6.6,"December 11, 2015 ",54000,113,
6729,Daddy's Home,PG-13,Comedy,2015,6.2,"December 25, 2015 ",112000,96,
6730,Run All Night,R,Action,2015,6.6,"March 13, 2015 ",105000,114,
6731,Mr. Right,R,Action,2015,6.4,"April 8, 2016 ",52000,95,
6732,Magic Mike XXL,R,Comedy,2015,5.6,"July 1, 2015 ",53000,115,
6733,The DUFF,PG-13,Comedy,2015,6.5,"February 20, 2015 ",87000,101,
6734,Trumbo,R,Biography,2015,7.5,"November 27, 2015 ",78000,124,
6735,Hotel Transylvania 2,PG,Animation,2015,6.7,"September 25, 2015 ",113000,89,
6736,Knight of Cups,R,Drama,2015,5.7,"March 4, 2016 ",26000,118,
6737,The Stanford Prison Experiment,R,Biography,2015,6.9,"July 17, 2015 ",40000,122,
6738,The Longest Ride,PG-13,Drama,2015,7.1,"April 10, 2015 ",79000,123,
6739,Victor Frankenstein,PG-13,Drama,2015,6,"November 25, 2015 ",54000,110,
6740,Insidious: Chapter 3,PG-13,Horror,2015,6.1,"June 5, 2015 ",97000,97,
6741,Goosebumps,PG,Adventure,2015,6.3,"October 16, 2015 ",83000,103,
6742,Aloha,PG-13,Comedy,2015,5.4,"May 29, 2015 ",64000,105,
6743,Baahubali: The Beginning,Not Rated,Action,2015,8,"July 9, 2015 ",107000,159,
6744,A Bigger Splash,R,Drama,2015,6.4,"May 13, 2016 ",28000,125,
6745,The Wedding Ringer,R,Comedy,2015,6.6,"January 16, 2015 ",72000,101,
6746,Sisters,R,Comedy,2015,6,"December 18, 2015 ",64000,118,
6747,Secret in Their Eyes,PG-13,Crime,2015,6.3,"November 20, 2015 ",46000,111,
6748,Irrational Man,R,Comedy,2015,6.6,"August 7, 2015 ",60000,95,
6749,Wild Card,R,Action,2015,5.6,"January 14, 2015 ",53000,92,
6750,Paper Towns,PG-13,Adventure,2015,6.2,"July 24, 2015 ",98000,109,
6751,The Lady in the Van,PG-13,Biography,2015,6.7,"February 26, 2016 ",27000,104,
6752,The SpongeBob Movie: Sponge Out of Water,PG,Animation,2015,6,"February 6, 2015 ",51000,92,
6753,Child 44,R,Crime,2015,6.5,"April 17, 2015 ",68000,137,
6754,The Wave,R,Action,2015,6.7,"August 28, 2015 ",35000,105,
6755,A Man Called Ove,PG-13,Comedy,2015,7.7,"September 30, 2016 ",50000,116,
6756,Beasts of No Nation,TV-MA,Drama,2015,7.7,"October 16, 2015 ",76000,137,
6757,Me and Earl and the Dying Girl,PG-13,Comedy,2015,7.7,"July 1, 2015 ",126000,105,
6758,Sleeping with Other People,R,Comedy,2015,6.5,"August 12, 2015 ",42000,101,
6759,Concussion,PG-13,Biography,2015,7.1,"December 25, 2015 ",89000,123,
6760,The Diary of a Teenage Girl,R,Comedy,2015,6.9,"August 28, 2015 ",30000,102,
6761,Mustang,PG-13,Drama,2015,7.6,"June 17, 2015 ",37000,97,
6762,The Walk,PG,Action,2015,7.3,"October 9, 2015 ",123000,123,
6763,Tangerine,R,Comedy,2015,7.1,"July 10, 2015 ",28000,88,
6764,A Walk in the Woods,R,Adventure,2015,6.4,"September 2, 2015 ",26000,104,
6765,Sinister 2,R,Horror,2015,5.3,"August 21, 2015 ",50000,97,
6766,Summertime,Not Rated,Drama,2015,6.7,"August 19, 2015 ",4500,105,
6767,Anomalisa,R,Animation,2015,7.3,"March 11, 2016 ",68000,90,
6768,The Blackcoat's Daughter,R,Horror,2015,5.9,"February 16, 2017 ",20000,93,
6769,Mississippi Grind,R,Comedy,2015,6.4,"August 13, 2015 ",22000,108,
6770,Drishyam,Not Rated,Crime,2015,8.2,"July 31, 2015 ",75000,163,
6771,Attack on Titan Part 1,Not Rated,Action,2015,5,"August 1, 2015 ",13000,98,
6772,Woman in Gold,PG-13,Biography,2015,7.3,"April 10, 2015 ",56000,109,
6773,Eddie the Eagle,PG-13,Biography,2015,7.4,"February 26, 2016 ",88000,106,
